#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 420000      5.89e+01      4.80e-02      5.86e-01      4.55e-01    2.4e-04
 422000      1.07e+02      9.85e-02      1.05e+00      1.12e+00    2.4e-04
 424000      1.74e+02      1.70e-01      1.73e+00      7.55e-01    2.3e-04
 426000      5.73e+01      3.00e-01      4.38e-01      2.07e+00    2.3e-04
 428000      4.13e+01      1.08e-01      4.11e-01      2.29e-01    2.3e-04
 430000      3.44e+01      2.18e-01      3.30e-01      5.38e-01    2.3e-04
 432000      5.20e+01      1.31e-01      5.20e-01      1.20e-01    2.3e-04
 434000      4.42e+01      9.94e-02      4.36e-01      3.95e-01    2.3e-04
 436000      6.80e+01      6.34e-02      6.80e-01      1.45e-01    2.3e-04
 438000      4.59e+01      1.96e-01      4.40e-01      7.27e-01    2.2e-04
 440000      1.31e+02      3.02e-04      1.31e+00      4.02e-01    2.2e-04
 442000      5.74e+01      1.82e-01      5.72e-01      5.45e-01    2.2e-04
 444000      5.66e+01      1.22e-01      5.58e-01      7.72e-01    2.2e-04
 446000      7.31e+01      1.11e-01      7.29e-01      3.74e-01    2.2e-04
 448000      4.58e+01      5.11e-02      4.50e-01      4.90e-01    2.2e-04
 450000      6.54e+01      1.32e-01      6.52e-01      2.87e-01    2.1e-04
 452000      4.17e+01      4.28e-01      4.06e-01      7.45e-01    2.1e-04
 454000      4.68e+01      7.04e-02      4.57e-01      5.53e-01    2.1e-04
 456000      5.28e+01      3.62e-01      5.27e-01      4.65e-01    2.1e-04
 458000      4.98e+01      1.02e-02      4.71e-01      8.94e-01    2.1e-04
 460000      4.01e+01      1.67e-01      3.87e-01      5.74e-01    2.1e-04
 462000      5.06e+01      1.60e-01      5.00e-01      4.26e-01    2.1e-04
 464000      6.02e+01      9.89e-02      6.01e-01      1.50e-01    2.0e-04
 466000      5.35e+01      6.05e-02      5.32e-01      3.15e-01    2.0e-04
 468000      5.26e+01      6.15e-01      5.02e-01      8.77e-01    2.0e-04
 470000      3.61e+01      3.06e-01      3.60e-01      2.09e-01    2.0e-04
 472000      2.83e+01      2.10e-01      2.78e-01      4.23e-01    2.0e-04
 474000      6.53e+01      1.59e-01      6.51e-01      2.61e-01    2.0e-04
 476000      5.37e+01      2.17e-02      5.36e-01      3.42e-01    2.0e-04
 478000      5.51e+01      7.32e-02      5.50e-01      2.32e-01    2.0e-04
 480000      4.32e+01      5.67e-01      4.13e-01      1.00e+00    1.9e-04
 482000      6.33e+01      6.84e-01      6.31e-01      2.07e-01    1.9e-04
 484000      4.13e+01      1.23e-01      4.11e-01      2.30e-01    1.9e-04
 486000      5.46e+01      1.30e-01      5.46e-01      2.40e-01    1.9e-04
 488000      7.89e+01      1.05e-01      7.88e-01      2.67e-01    1.9e-04
 490000      1.58e+02      2.13e+00      1.56e+00      1.36e+00    1.9e-04
 492000      6.78e+01      6.75e-02      6.78e-01      1.74e-01    1.9e-04
 494000      4.82e+01      1.10e+00      3.00e-01      2.87e+00    1.8e-04
 496000      5.51e+01      2.73e-02      5.51e-01      4.86e-02    1.8e-04
 498000      3.35e+01      9.08e-02      3.29e-01      3.60e-01    1.8e-04
 500000      5.35e+01      4.99e-02      5.31e-01      3.68e-01    1.8e-04
 502000      3.87e+01      1.54e-01      3.78e-01      6.33e-01    1.8e-04
 504000      5.84e+01      1.10e-01      5.84e-01      1.52e-01    1.8e-04
 506000      5.55e+01      1.25e-01      5.47e-01      5.28e-01    1.8e-04
 508000      3.88e+01      3.26e-01      3.87e-01      2.57e-01    1.8e-04
 510000      6.80e+01      1.80e-01      6.79e-01      3.09e-01    1.7e-04
 512000      2.79e+01      9.20e-02      2.76e-01      3.41e-01    1.7e-04
 514000      1.26e+02      1.76e-01      1.26e+00      5.96e-01    1.7e-04
 516000      5.39e+01      1.29e-01      5.38e-01      1.71e-01    1.7e-04
 518000      3.24e+01      7.47e-02      3.22e-01      3.03e-01    1.7e-04
 520000      9.94e+01      1.61e-01      9.91e-01      4.30e-01    1.7e-04
 522000      4.48e+01      6.87e-02      4.47e-01      1.43e-01    1.7e-04
 524000      3.79e+01      1.06e-02      3.73e-01      3.96e-01    1.7e-04
 526000      4.82e+01      1.68e-01      4.81e-01      2.89e-01    1.7e-04
 528000      5.40e+01      1.69e-02      5.38e-01      2.79e-01    1.6e-04
 530000      5.50e+01      8.19e-02      5.50e-01      1.71e-01    1.6e-04
 532000      3.49e+01      7.68e-02      3.33e-01      6.00e-01    1.6e-04
